Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Product ID,Product Name,Category,Sub Category,Sales,Quantity,Discount,Profit,Country,State,City,Region
ORD-000041,2025-07-24,2025-07-29,CUST-0078,Patricia Johnson,Consumer,PROD-0028,Marsail Executive Office Chair Ergonomic Desk Chair with Flip-up Armrests PU Lea,Furniture,Chairs,31614.3,3,0.0,4443.91,United States,West,San Francisco,West
ORD-000042,2024-05-07,2024-05-09,CUST-0331,Robert Jones,Home Office,PROD-0030,Flash Furniture Whitney Mid-Back Swivel LeatherSoft Desk Chair with Padded Seat ,Furniture,Chairs,59139.44,6,0.3,4779.78,United States,Central,Dallas,Central
ORD-000043,2024-05-02,2024-05-04,CUST-0286,Sara Brown,Consumer,PROD-0021,"Office Chair Ergonomic Desk Chair, Computer PU Leather Home Office Chair, Swivel",Furniture,Chairs,79040.04,6,0.0,10292.41,United States,South,Miami,South
ORD-000044,2025-03-22,2025-03-29,CUST-0211,Vikram Verma,Home Office,PROD-0030,Flash Furniture Whitney Mid-Back Swivel LeatherSoft Desk Chair with Padded Seat ,Furniture,Chairs,70404.1,5,0.0,14781.92,United States,East,New York,East
ORD-000045,2025-04-26,2025-05-01,CUST-0345,Michael Jones,Consumer,PROD-0041,Flash Furniture Kelista Mid-Back Swivel Office Chair with Adjustable Seat Height,Furniture,Chairs,46551.24,4,0.1,3298.63,United States,Central,Dallas,Central
ORD-000046,2024-12-19,2024-12-24,CUST-0298,Karan Davis,Corporate,PROD-0055,"JBL Flip 6 - Portable Bluetooth Speaker, powerful sound and deep bass, IPX7 wate",Technology,Audio,67244.69,6,0.1,11698.99,United States,East,New York,East
ORD-000047,2025-12-30,2026-01-05,CUST-0193,Riya Singh,Consumer,PROD-0033,Martha Stewart Rayna Swivel Task Chair with Flared Arms for Home Office in Off W,Furniture,Chairs,74077.37,5,0.15,14861.57,United States,Central,Austin,Central
ORD-000048,2023-02-11,2023-02-14,CUST-0360,Jennifer Johnson,Corporate,PROD-0053,Marshall Acton III Bluetooth Home Speaker - Loud Stereo Sound with Bass and Treb,Technology,Audio,95822.2,5,0.0,16526.87,United States,South,Atlanta,South
ORD-000049,2024-10-09,2024-10-11,CUST-0165,Riya Singh,Home Office,PROD-0003,"ASUS ROG Strix G16 (2025) Gaming Laptop, 16” FHD+ 16:10 165Hz/3ms Display, NVIDI",Technology,Computers,385221.66,3,0.0,10385.0,United States,Central,Austin,Central
ORD-000050,2024-02-24,2024-02-28,CUST-0228,Patricia Khan,Corporate,PROD-0033,Martha Stewart Rayna Swivel Task Chair with Flared Arms for Home Office in Off W,Furniture,Chairs,52289.91,3,0.0,11163.24,United States,West,San Francisco,West
ORD-000051,2025-06-16,2025-06-17,CUST-0177,James Gupta,Consumer,PROD-0004,"Samsung 14"" Galaxy Chromebook Go Laptop PC Computer, Intel Celeron N4500 Process",Technology,Computers,93138.66,6,0.1,23346.85,United States,Central,Dallas,Central
ORD-000052,2025-09-05,2025-09-06,CUST-0241,Sara Jones,Home Office,PROD-0043,"Amazon Basics Modern Home Office Desk Chair with Adjustable Height, 360 Degree S",Furniture,Chairs,51943.21,4,0.1,6760.84,United States,South,Houston,South
ORD-000053,2025-11-20,2025-11-24,CUST-0159,Aman Jones,Home Office,PROD-0012,"ASUS Vivobook Go 15 15.6” FHD 60Hz Laptop with Intel Processor N150, Intel UHD G",Technology,Computers,26830.79,1,0.2,7862.12,United States,West,Seattle,West
ORD-000054,2025-10-05,2025-10-09,CUST-0208,Neha Smith,Consumer,PROD-0006,Acer Nitro V 16S AI Gaming Laptop | AMD Ryzen 7 260 Processor | NVIDIA GeForce R,Technology,Computers,376597.23,3,0.0,117507.29,United States,South,Houston,South
ORD-000055,2024-08-30,2024-09-01,CUST-0165,Riya Singh,Home Office,PROD-0041,Flash Furniture Kelista Mid-Back Swivel Office Chair with Adjustable Seat Height,Furniture,Chairs,77585.4,6,0.0,28140.55,United States,Central,Austin,Central
ORD-000056,2024-05-06,2024-05-08,CUST-0081,Linda Patel,Consumer,PROD-0036,BestOffice | Ergonomic Office Chair | Mid-Back Swivel Desk Chair | Breathable Ba,Furniture,Chairs,12933.78,3,0.0,1401.98,United States,South,Miami,South
ORD-000057,2024-05-27,2024-05-28,CUST-0058,Karan Garcia,Consumer,PROD-0046,"Garmin Instinct® 3 45mm, Solar Charged Display, Rugged Outdoor GPS Smartwatch, M",Technology,Wearables,114988.56,4,0.0,19714.82,United States,Central,Austin,Central
ORD-000058,2025-09-16,2025-09-22,CUST-0116,David Singh,Corporate,PROD-0005,"GEEKOM GeekBook X16 Pro 2.8 lbs Laptop, 16"" IPS 2.5K 16:10 Laptop Computer, Ultr",Technology,Computers,258541.24,2,0.0,28606.63,United States,West,San Francisco,West
ORD-000059,2025-09-07,2025-09-11,CUST-0180,Linda Johnson,Corporate,PROD-0050,"Garmin epix Pro (Gen 2) Sapphire Edition, 51mm, High Performance Smartwatch, Adv",Technology,Wearables,105407.78,2,0.0,11888.21,United States,Central,Chicago,Central
ORD-000060,2025-05-28,2025-06-03,CUST-0216,Patricia Sharma,Home Office,PROD-0045,"Samsung Galaxy Watch 8 (2025) 44mm Bluetooth Smartwatch, Cushion Design, Fitness",Technology,Wearables,30663.68,1,0.0,5252.42,United States,South,Atlanta,South
ORD-000061,2024-11-10,2024-11-11,CUST-0009,Sara Verma,Corporate,PROD-0040,"Serta Garret Executive Office Chair, Ergonomic Mid-Back with Lumbar Support, Sem",Furniture,Chairs,36412.44,2,0.05,5727.06,United States,West,Seattle,West
ORD-000062,2025-04-10,2025-04-14,CUST-0166,Linda Gupta,Consumer,PROD-0020,"Lenovo E310 True Wireless Earbuds, Bluetooth 5.3 TWS Headphones with 13mm Driver",Technology,Audio,3160.38,2,0.0,609.21,United States,West,Los Angeles,West
ORD-000063,2023-06-22,2023-06-24,CUST-0152,David Khan,Corporate,PROD-0048,"Garmin Instinct® E 45mm, Rugged Outdoor GPS Smartwatch, 24/7 Health Monitoring, ",Technology,Wearables,18206.22,1,0.05,5283.8,United States,South,Houston,South
ORD-000064,2025-03-09,2025-03-10,CUST-0112,Priya Smith,Consumer,PROD-0055,"JBL Flip 6 - Portable Bluetooth Speaker, powerful sound and deep bass, IPX7 wate",Technology,Audio,62263.6,5,0.0,17235.09,United States,East,New York,East
ORD-000065,2025-10-03,2025-10-10,CUST-0080,Aman Johnson,Home Office,PROD-0023,Serta Bryce Executive Office Chair - Ergonomic Computer DeskChair with Lumbar Te,Furniture,Chairs,101404.83,5,0.15,7102.47,United States,South,Houston,South
ORD-000066,2025-02-23,2025-03-02,CUST-0030,Karan Gupta,Consumer,PROD-0052,"Bluetooth Speaker Wireless,IP67 Waterproof & Dustproof Portable Speaker with Lig",Technology,Audio,9099.0,5,0.05,1275.4,United States,South,Atlanta,South
ORD-000067,2023-09-26,2023-10-02,CUST-0255,Vikram Davis,Home Office,PROD-0027,NEO CHAIR Office Desk Gaming Ergonomic Computer Chair with Lumbar Back Support A,Furniture,Chairs,13794.48,3,0.2,3278.8,United States,South,Houston,South
ORD-000068,2023-11-24,2023-11-30,CUST-0347,Neha Garcia,Corporate,PROD-0043,"Amazon Basics Modern Home Office Desk Chair with Adjustable Height, 360 Degree S",Furniture,Chairs,14428.67,1,0.0,2103.14,United States,Central,Dallas,Central
ORD-000069,2023-06-09,2023-06-16,CUST-0130,James Khan,Consumer,PROD-0020,"Lenovo E310 True Wireless Earbuds, Bluetooth 5.3 TWS Headphones with 13mm Driver",Technology,Audio,3792.46,3,0.2,455.95,United States,South,Atlanta,South
ORD-000070,2023-02-05,2023-02-08,CUST-0105,Jennifer Jones,Consumer,PROD-0056,"Anker Soundcore 2 Portable Bluetooth Speaker with Stereo Sound, Bluetooth 5, Bas",Technology,Audio,7138.54,2,0.15,2411.22,United States,Central,Austin,Central
ORD-000071,2023-07-01,2023-07-06,CUST-0176,James Singh,Corporate,PROD-0030,Flash Furniture Whitney Mid-Back Swivel LeatherSoft Desk Chair with Padded Seat ,Furniture,Chairs,9856.57,1,0.3,1645.49,United States,West,Seattle,West
ORD-000072,2025-09-14,2025-09-18,CUST-0006,Aman Patel,Home Office,PROD-0038,"Flash Furniture Nicholas Mid-Back Swivel Desk Chair with Wheels, Mesh Back, Padd",Furniture,Chairs,24541.78,2,0.15,3069.77,United States,Central,Austin,Central
ORD-000073,2023-04-23,2023-04-24,CUST-0189,Rahul Sharma,Corporate,PROD-0024,"HON Ignition 2.0 Mid‑Back Ergonomic Office Chair, Mesh Task Seating with Lumbar ",Furniture,Chairs,157202.74,5,0.3,21132.6,United States,South,Miami,South
ORD-000074,2023-01-25,2023-01-27,CUST-0011,Aman Sharma,Corporate,PROD-0055,"JBL Flip 6 - Portable Bluetooth Speaker, powerful sound and deep bass, IPX7 wate",Technology,Audio,44829.79,4,0.1,10038.86,United States,South,Houston,South
ORD-000075,2023-06-12,2023-06-16,CUST-0318,Vikram Sharma,Consumer,PROD-0033,Martha Stewart Rayna Swivel Task Chair with Flared Arms for Home Office in Off W,Furniture,Chairs,104579.82,6,0.0,4797.0,United States,West,Los Angeles,West
ORD-000076,2023-12-29,2023-12-30,CUST-0275,Priya Singh,Corporate,PROD-0014,"Dell Latitude 5400 Laptop | 14"""" 1920x1080 FHD | Core i5-8365U - 256GB SSD Hard ",Technology,Computers,95734.9,6,0.15,16418.18,United States,West,San Francisco,West
ORD-000077,2024-01-22,2024-01-24,CUST-0361,Sara Verma,Consumer,PROD-0038,"Flash Furniture Nicholas Mid-Back Swivel Desk Chair with Wheels, Mesh Back, Padd",Furniture,Chairs,57745.36,4,0.0,5875.8,United States,Central,Dallas,Central
ORD-000078,2024-03-29,2024-04-02,CUST-0158,Jennifer Smith,Home Office,PROD-0034,NEO CHAIR Office Desk Gaming Chair Computer High Back Mesh Seat with Rolling Whe,Furniture,Chairs,27674.84,4,0.0,5510.68,United States,West,San Francisco,West
ORD-000079,2025-01-02,2025-01-09,CUST-0332,John Jones,Home Office,PROD-0031,"Serta Amplify Executive Office Chair with Faux Leather and Mesh, Adjustable Ergo",Furniture,Chairs,61900.59,4,0.05,6232.9,United States,West,Seattle,West
ORD-000080,2025-07-01,2025-07-08,CUST-0135,Robert Garcia,Home Office,PROD-0024,"HON Ignition 2.0 Mid‑Back Ergonomic Office Chair, Mesh Task Seating with Lumbar ",Furniture,Chairs,152711.24,4,0.15,7568.21,United States,Central,Austin,Central
ORD-000081,2023-02-10,2023-02-15,CUST-0326,Michael Sharma,Consumer,PROD-0045,"Samsung Galaxy Watch 8 (2025) 44mm Bluetooth Smartwatch, Cushion Design, Fitness",Technology,Wearables,122654.72,4,0.0,28360.57,United States,South,Miami,South
ORD-000082,2025-03-02,2025-03-09,CUST-0067,Jennifer Davis,Consumer,PROD-0034,NEO CHAIR Office Desk Gaming Chair Computer High Back Mesh Seat with Rolling Whe,Furniture,Chairs,34593.55,5,0.0,-2951.39,United States,South,Miami,South
ORD-000083,2025-05-28,2025-06-04,CUST-0129,Jennifer Miller,Corporate,PROD-0003,"ASUS ROG Strix G16 (2025) Gaming Laptop, 16” FHD+ 16:10 165Hz/3ms Display, NVIDI",Technology,Computers,109146.14,1,0.15,13407.14,United States,West,Seattle,West
ORD-000084,2023-08-21,2023-08-24,CUST-0070,Sara Garcia,Consumer,PROD-0018,"Lenovo E310 True Wireless Earbuds, Bluetooth 5.3 TWS Headphones with 13mm Driver",Technology,Audio,2528.3,2,0.2,549.76,United States,West,Los Angeles,West
ORD-000085,2023-06-09,2023-06-13,CUST-0359,Elizabeth Smith,Consumer,PROD-0051,"iLive Electronics Wireless Tailgate Party Speaker, ISB352B",Technology,Audio,8415.9,2,0.2,1247.02,United States,East,New York,East
ORD-000086,2024-03-29,2024-04-01,CUST-0226,Michael Singh,Corporate,PROD-0043,"Amazon Basics Modern Home Office Desk Chair with Adjustable Height, 360 Degree S",Furniture,Chairs,60600.41,6,0.3,3174.61,United States,East,New York,East
ORD-000087,2024-01-15,2024-01-22,CUST-0393,Linda Patel,Home Office,PROD-0044,"Samsung Galaxy Watch 8 (2025) 44mm Bluetooth Smartwatch, Cushion Design, Fitness",Technology,Wearables,91991.04,3,0.0,14253.62,United States,Central,Dallas,Central
ORD-000088,2023-01-18,2023-01-24,CUST-0339,Jennifer Brown,Consumer,PROD-0037,"Ergonomic Office Chair with Lumbar Support, High Back Mesh Desk Chair with Flip-",Furniture,Chairs,30552.19,3,0.15,3893.86,United States,South,Houston,South
ORD-000089,2025-05-06,2025-05-09,CUST-0184,David Smith,Corporate,PROD-0044,"Samsung Galaxy Watch 8 (2025) 44mm Bluetooth Smartwatch, Cushion Design, Fitness",Technology,Wearables,85858.3,4,0.3,11074.4,United States,South,Houston,South
ORD-000090,2024-11-20,2024-11-27,CUST-0256,Mary Smith,Corporate,PROD-0026,Serta Bryce Executive Office Chair - Ergonomic Computer Desk Chair with Patented,Furniture,Chairs,71579.88,3,0.0,2443.77,United States,East,Boston,East
ORD-000091,2024-03-10,2024-03-11,CUST-0053,Rahul Miller,Corporate,PROD-0008,Acer Nitro V Gaming Laptop | Intel Core i5-13420H Processor | NVIDIA GeForce RTX,Technology,Computers,306642.56,4,0.0,45000.99,United States,South,Houston,South
ORD-000092,2024-04-07,2024-04-14,CUST-0130,James Khan,Consumer,PROD-0028,Marsail Executive Office Chair Ergonomic Desk Chair with Flip-up Armrests PU Lea,Furniture,Chairs,40044.78,4,0.05,5784.43,United States,South,Atlanta,South
ORD-000093,2023-04-20,2023-04-22,CUST-0225,Sara Singh,Corporate,PROD-0055,"JBL Flip 6 - Portable Bluetooth Speaker, powerful sound and deep bass, IPX7 wate",Technology,Audio,59773.06,6,0.2,22176.62,United States,West,San Francisco,West
ORD-000094,2025-02-13,2025-02-15,CUST-0358,Linda Jones,Corporate,PROD-0051,"iLive Electronics Wireless Tailgate Party Speaker, ISB352B",Technology,Audio,22354.74,5,0.15,5815.81,United States,East,New York,East
ORD-000095,2024-10-13,2024-10-18,CUST-0123,Linda Jones,Home Office,PROD-0002,"ASUS Vivobook Go 15 15.6” FHD 60Hz Laptop with Intel Processor N150, Intel UHD G",Technology,Computers,33538.49,1,0.0,4823.44,United States,Central,Dallas,Central
ORD-000096,2023-02-03,2023-02-09,CUST-0193,Riya Singh,Consumer,PROD-0009,"ASUS Vivobook Go 15.6” FHD Slim Laptop, AMD Ryzen 3 7320U Quad Core Processor, 8",Technology,Computers,229358.1,6,0.0,17498.21,United States,Central,Austin,Central
ORD-000097,2024-01-16,2024-01-19,CUST-0018,John Singh,Corporate,PROD-0054,"Marshall Emberton II Portable Bluetooth Speaker, Black & Brass",Technology,Audio,35264.32,5,0.2,5624.29,United States,Central,Austin,Central
ORD-000098,2024-10-07,2024-10-08,CUST-0141,Robert Williams,Consumer,PROD-0021,"Office Chair Ergonomic Desk Chair, Computer PU Leather Home Office Chair, Swivel",Furniture,Chairs,62573.36,5,0.05,7298.44,United States,Central,Chicago,Central
ORD-000099,2025-02-14,2025-02-15,CUST-0303,Aman Johnson,Consumer,PROD-0025,"Amazon Basics Ergonomic Executive Office Desk Chair with Lumbar Support, Flip-up",Furniture,Chairs,19835.32,1,0.1,4880.14,United States,South,Houston,South
ORD-000100,2023-11-22,2023-11-27,CUST-0065,Rahul Jones,Consumer,PROD-0053,Marshall Acton III Bluetooth Home Speaker - Loud Stereo Sound with Bass and Treb,Technology,Audio,51743.99,3,0.1,18072.21,United States,East,Boston,East
ORD-000101,2024-12-28,2025-01-03,CUST-0364,Sara Gupta,Corporate,PROD-0049,"Amazfit Active Max Smart Watch 1.5"" AMOLED Display, 25-Day Battery, Offline Maps",Technology,Wearables,65158.52,4,0.0,8477.25,United States,West,San Francisco,West
ORD-000102,2025-10-19,2025-10-24,CUST-0257,Mary Williams,Corporate,PROD-0054,"Marshall Emberton II Portable Bluetooth Speaker, Black & Brass",Technology,Audio,14987.34,2,0.15,2328.15,United States,Central,Austin,Central
ORD-000103,2024-10-26,2024-10-30,CUST-0343,Aman Miller,Consumer,PROD-0056,"Anker Soundcore 2 Portable Bluetooth Speaker with Stereo Sound, Bluetooth 5, Bas",Technology,Audio,25194.84,6,0.0,1662.91,United States,East,New York,East
ORD-000104,2024-12-25,2025-01-01,CUST-0162,Aman Brown,Corporate,PROD-0009,"ASUS Vivobook Go 15.6” FHD Slim Laptop, AMD Ryzen 3 7320U Quad Core Processor, 8",Technology,Computers,129969.59,4,0.15,11942.09,United States,South,Miami,South
ORD-000105,2025-11-27,2025-11-30,CUST-0044,Jennifer Johnson,Home Office,PROD-0013,"ASUS 15.6” Vivobook Go Slim Laptop, Thin & Portable for Student Study, Intel Dua",Technology,Computers,124186.02,6,0.0,14050.22,United States,West,San Francisco,West
ORD-000106,2024-12-19,2024-12-22,CUST-0278,Priya Davis,Home Office,PROD-0055,"JBL Flip 6 - Portable Bluetooth Speaker, powerful sound and deep bass, IPX7 wate",Technology,Audio,42339.25,4,0.15,4255.56,United States,East,New York,East
ORD-000107,2024-05-18,2024-05-23,CUST-0201,James Khan,Consumer,PROD-0010,"ASUS Vivobook Go 15.6” Slim Laptop, AMD Ryzen 5 7520U, 8GB, 512GB, Windows 11 Ho",Technology,Computers,116704.05,3,0.05,20351.95,United States,East,New York,East
